# gals field z mass r_edge sigma_edge re n ar pa
6512 goodss 0.7337 34013446375.164913 10.5 11.928665370319262 0.210108 2.8295 0.4997 -70.7294
7439 goodss 0.58 43488426471.61286 10.5 12.086180267172011 0.189462 2.1568 0.3678 84.5379
7717 goodss 0.559 29076800339.40264 16.5 1.7540048834570146 0.67608 1.0662 0.525 65.0
7725 goodss 0.67 101790926359.9761 19.5 2.8337869221666803 0.592536 1.1912 0.49 -10.0
7880 goodss 0.8528 14162051620.045582 14.5 9.827064108849271 0.380052 1.6195 0.5973 77.5924
8008 goodss 0.578 53096946490.437515 27.5 1.9629047198919247 1.21202 1.9099 0.79 -13.0
8244 goodss 0.662 116241236963.88376 18.5 7.7540139185130945 0.662844 1.674 0.65 40.0
8398 goodss 0.8534 18788780578.68914 9.5 5.401838887570884 0.292074 1.3287 0.85 5.0
8443 goodss 0.9790999889373779 28412192284.600235 6.5 36.643661105553306 0.240468 0.6421 0.7 -72.0
8512 goodss 0.6676 29755347727.707577 24.5 1.63239353074325 0.598956 1.1312 1.0 64.0
8760 goodss 0.7358 17341827819.34078 8.5 10.454009762818151 0.288192 1.2232 0.8 51.0
8765 goodss 0.9591000080108643 18913896658.82408 16.5 2.9741276123643705 0.727152 1.1418 0.515 -86.5371
8861 goodss 0.459 20360149808.057938 15.5 2.3857159457446824 0.933318 3.8292 0.54 90.0
8942 goodss 0.6713 143618171297.71774 21.5 4.8038307728916445 0.62646 3.9833 0.65 -14.0
9204 goodss 0.6801 31925125778.554787 8.5 16.86079878266046 0.264768 1.67 0.6582 -13.4789
9324 goodss 0.732 28409343925.92225 16.5 11.217969147057637 0.845502 0.9121 0.3 -83.0
9485 goodss 0.5770000219345093 119629922768.30548 18.5 15.47388020619077 1.44803 7.3876 0.5907 -50.3475
9560 goodss 0.7324 119244592913.1818 16.5 12.148993696374024 0.45447 2.8593 0.35 120.0
9855 goodss 0.7297999858856201 106559130159.77985 14.5 13.177478373087308 0.437988 4.4041 0.65 -37.0
9955 goodss 0.832 58776522088.959366 9.5 20.593205607668853 0.254598 3.2127 0.5978 -54.3177
9958 goodss 0.683 22644100381.27498 9.5 13.271786107850282 0.136686 3.6159 0.3628 -40.2468
10413 goodss 1.094 258879104034.4721 29.5 9.067444377931297 1.57496 2.7803 0.7073 -42.407
10565 goodss 0.8357999920845032 22547580553.92709 14.5 4.027891126401716 0.717444 2.2726 0.8341 -46.5866
11232 goodss 0.457 107155640906.03581 29.5 1.703325113315655 1.48662 5.5592 0.69 109.0
11392 goodss 0.214 25076148276.129414 19.5 0.45189062615182574 1.53158 1.1712 0.65 -20.0
11641 goodss 0.6828 36566853594.37568 14.5 4.295793637545625 0.62664 1.0064 0.4352 31.4371
11833 goodss 0.735 25989833434.704678 14.5 0.8467943581984652 0.576252 2.2569 0.2596 72.5036
12050 goodss 0.654 41546177973.92625 14.5 2.17049278370477 0.578688 0.6212 0.2655 -58.3459
12100 goodss 0.735 23617045253.333088 12.5 6.302253191679779 0.242586 3.4768 0.65 -58.0
12223 goodss 0.733 54368243003.62181 12.5 14.915700821921675 0.26109 3.6339 0.5905 -83.597
12408 goodss 0.671 29292354640.53723 9.5 14.57792935346813 0.36537 1.0778 0.3252 -12.7375
12450 goodss 0.8419 15291568056.119328 12.5 2.2092501027701443 0.666234 0.9913 0.2685 83.7589
12499 goodss 0.737 25603991723.6425 13.5 4.516952098430411 0.613092 1.8968 0.1822 -20.8461
12611 goodss 0.84 42891551344.78044 17.5 3.4482971447078126 0.58713 1.0265 0.55 75.0
12634 goodss 0.6684 54660827924.70479 19.0 3.0876326462025134 0.833052 2.4021 0.675 25.0
12873 goodss 0.3368 73621681325.91397 25.5 2.1040978766145604 1.5442 1.1883 0.3309 1.7081
12887 goodss 0.997 45250589729.155266 10.5 22.040538496822148 0.655104 0.6869 0.85 89.1771
13352 goodss 0.731 28911543535.193336 12.5 6.809850074264119 0.182376 3.1804 0.4482 -18.9002
13521 goodss 0.604 25312909017.253544 8.5 15.57028042160511 0.380622 3.1341 0.2714 -69.9049
13806 goodss 0.438 22044251986.39055 11.5 3.618575210180682 0.244206 1.8636 0.7 -35.0
13879 goodss 0.733 41512794755.87831 12.5 7.860604941311253 0.183504 3.6808 0.45 53.0
13956 goodss 0.213 20864749058.40436 13.5 0.985954347513887 0.79491 1.5648 0.5 -90.0
14190 goodss 0.734 19826397290.194862 14.5 5.272038490794829 0.705942 1.2782 0.615 -55.2255
14251 goodss 0.578 42970902006.62102 14.5 6.752476736651612 0.592872 1.6866 0.3169 -70.1169
14408 goodss 0.576 36475688785.32994 14.5 0.4402496198064723 0.911904 0.9464 0.2264 73.3487
14775 goodss 0.577 34654960632.203064 14.5 2.7632749105730317 0.50154 1.7147 0.3644 -57.093
14859 goodss 0.9739000201225281 38470538502.46801 12.5 12.928250732634272 0.685998 6.4659 0.5499 -43.2685
14864 goodss 0.668 100439854841.30522 18.5 7.648526629579023 0.92529 0.7902 0.675 60.0
14878 goodss 0.814 17862210057.38838 10.5 8.826721198544394 0.380946 1.5235 0.9574 -15.8044
14886 goodss 0.667 67640205125.890144 18.5 7.641069889630818 0.455244 5.4644 0.5286 36.4431
15250 goodss 0.67 123883554892.44574 17.5 7.516426158054927 0.672144 3.0816 0.6509 -8.7048
15604 goodss 0.338 20449719672.737213 15.5 1.7112772630361694 0.512142 1.1922 0.3343 -26.6621
15725 goodss 0.311 95112015825.60973 30.5 0.4790828043712 1.17256 1.777 0.2388 -82.1618
16009 goodss 0.247 25682504006.876713 12.5 0.7566990180498533 0.696786 1.836 0.2757 73.6404
16011 goodss 0.738 22152553106.427975 12.5 4.71932537827431 0.468156 6.7363 0.6183 38.2914
16115 goodss 0.577 20093932994.21837 17.5 1.3621073684224436 0.436668 2.185 0.3667 -87.6226
16593 goodss 0.737 27984094364.16577 13.5 9.569068775628494 0.432294 1.7821 0.6596 6.4503
16617 goodss 0.896 32458867087.47635 8.5 18.220289585354937 0.31593 1.5587 0.82 45.0
16768 goodss 0.726 38031050485.23777 12.5 7.040280803774305 0.442206 8.0 0.2162 44.2449
17058 goodss 0.6218 51292623347.63869 21.0 4.23295834767959 1.26297 1.598 0.8 160.0
17140 goodss 0.669 61958207867.84957 17.5 7.71940607041182 0.702438 1.8214 0.5812 51.7698
17171 goodss 0.5368 54946899279.337715 11.5 10.139494951845416 0.36996 2.7674 0.66 80.0
17332 goodss 0.366 31969791634.443306 22.5 0.5321432852296571 1.75802 0.7255 0.1894 41.9196
17555 goodss 0.738 95378122770.48457 20.5 7.692810708414717 0.452382 3.9412 0.5 -30.0
17949 goodss 0.975 105754593758.73833 10.5 53.97309444934646 0.3129 2.6222 0.5109 -47.3668
17991 goodss 0.669 58858555924.58497 14.5 11.217903322776333 0.287334 3.584 0.3284 -89.3308
18057 goodss 0.523 50465003451.71966 21.5 1.4696826962202816 0.974028 3.7208 0.2692 79.39
18200 goodss 0.5344 20740788102.408375 10.5 7.032015351444136 0.335874 1.7153 0.7509 -30.5685
18269 goodss 0.831 42494037443.86134 15.5 9.333102054986158 0.676962 1.3662 0.367 -33.5537
18674 goodss 0.7684 35607999177.63718 11.5 11.769656466386234 0.382314 2.0896 0.3879 -54.288
18686 goodss 0.84 45318140536.51264 22.5 2.9158322738637517 0.771798 1.63 0.3827 -60.5989
18712 goodss 0.953 106245693473.75835 17.5 9.751186940514376 2.01686 6.5047 0.75 -10.0
18750 goodss 0.995 14947525203.335491 11.0 4.981824940299356 0.723558 0.47 0.2171 51.5609
19291 goodss 0.832 15752768749.979654 13.5 5.615901349158451 0.91173 1.0429 0.7527 -15.0437
19342 goodss 0.666 15551562672.807663 11.5 2.2617420314548635 0.319866 3.6788 0.2107 22.2278
19384 goodss 0.895 70474307166.84782 10.5 21.23150099006091 0.226902 2.6345 0.4067 -26.952
19385 goodss 0.5487 49902663371.895004 19.5 1.493478144930008 0.776592 1.5535 0.8 65.0
19400 goodss 0.976 30383613787.279736 10.5 7.271651041571802 0.309696 0.9129 0.7541 67.6678
19443 goodss 0.969 119117266383.21573 17.5 16.055913663889786 0.962826 0.8248 0.6674 -53.5557
19762 goodss 0.525 15979353361.862509 14.5 3.132264760020251 0.888276 0.7277 0.2652 -80.6433
19771 goodss 0.733 17287786262.883915 7.5 7.39722403462145 0.195036 1.9288 0.3705 58.5492
19896 goodss 0.605 64323426604.39172 12.5 18.84411166545734 0.372708 3.2269 0.694 -55.9204
20219 goodss 0.738 105261231302.43805 20.5 5.58750435200341 0.698346 2.477 0.5562 -83.0787
20283 goodss 0.735 22640349695.528755 11.5 14.202425330396142 0.483822 3.5664 0.5766 63.0389
20413 goodss 0.524 21135736155.164196 10.5 8.035116420757063 0.425052 1.0832 0.7136 13.1798
20655 goodss 0.667 48760273127.762436 10.5 14.248313136683329 0.360972 2.8327 0.7234 -15.5392
20731 goodss 0.5245 27048450501.41823 9.5 12.918110527774964 0.407478 2.3052 0.54 10.0
20853 goodss 0.6363999843597412 24272889317.63258 14.5 0.479342959389259 0.660534 1.6223 0.2733 -19.5833
20901 goodss 0.6205999851226807 22274034792.41261 14.5 2.4984343285599047 0.604578 1.1465 0.91 -40.0
20934 goodss 0.418 93829426929.4791 17.5 6.268079697194022 0.542592 6.2646 0.8 30.0
21627 goodss 0.998 132656957845.94237 19.5 9.333153171850004 1.7317 7.4798 0.825 90.0
21695 goodss 0.669 98720992202.26427 24.5 3.345200485090176 1.43632 3.1907 0.8534 -53.0524
21987 goodss 0.9768000245094299 57502170575.28223 9.5 20.65220489194151 0.147906 2.8062 0.4232 25.4738
22040 goodss 0.979 48937470140.385216 11.0 6.718248079253964 0.487752 1.2876 0.2769 20.1162
22059 goodss 1.0298999547958374 43663058997.54164 9.5 9.77537903572522 0.322572 1.4408 0.5323 45.237
22122 goodss 0.9783 11783337434.945038 9.0 22.23027153786878 0.423942 1.1946 0.3364 -57.8062
22252 goodss 0.247 30264684877.317657 13.5 3.7379796592909815 1.20974 6.4525 0.8 -20.0
22420 goodss 0.615 58185346543.05583 11.5 9.181093292155888 0.429078 1.8654 0.8788 -45.3436
22719 goodss 0.6083 44315865332.31873 13.5 8.735850168782132 0.468876 1.6046 0.65 60.0
22836 goodss 0.103 33737884834.951275 18.5 1.764572138335129 2.41133 5.1159 0.9 40.0
22855 goodss 0.735 48207674043.73464 8.5 31.287427594945413 0.28944 2.4289 0.6194 -17.6976
22913 goodss 0.736 42841892928.6444 12.5 9.493922625682698 0.398658 3.7622 0.81 -51.0
22999 goodss 0.4698 23621356422.51482 11.5 3.90634234163799 0.657102 1.7188 0.2481 -55.9197
23022 goodss 0.9679999947547913 19361130187.514473 8.0 3.603090720770972 0.353148 1.132 0.2811 20.8036
23188 goodss 0.731 40805635112.047844 13.5 7.390084745037555 0.397836 1.7554 0.3059 39.3947
23307 goodss 0.3832 36875313894.03608 18.5 1.4269421267543132 1.05717 1.4481 0.1995 82.9659
23600 goodss 0.734 73287157463.95366 21.5 5.185549985800717 0.838662 2.0115 0.3267 -20.3635
23633 goodss 0.677 37710439536.92796 11.5 10.81756055383079 0.44196 1.2598 0.6722 -59.7976
24093 goodss 0.216 23451943186.78946 10.5 4.37924564164455 0.769962 1.6324 0.6427 -20.7911
24239 goodss 0.6715 65907425403.271736 15.5 6.6109984885335065 0.80547 1.8444 0.7437 -77.354
24270 goodss 0.7712 39611052885.505455 16.5 3.0345763966824517 0.47088 3.5796 0.6808 -28.1791
24322 goodss 0.5659 52266698380.89057 17.5 4.3954164185702975 0.944142 1.0789 0.4 -7.5
24390 goodss 0.968 117633744770.64926 14.5 21.035723854357663 0.202854 5.0072 0.4033 -77.7006
24924 goodss 0.6658 74848090411.23944 12.5 24.72555620830397 0.488328 3.9572 0.66 35.0
25015 goodss 0.229 25132791885.126225 11.5 3.2270500558551922 0.692562 2.3459 0.925 -45.0
25031 goodss 0.837 27211024086.33328 14.5 8.944718514146187 0.74985 1.1545 0.7 34.0
25286 goodss 0.7376000285148621 111568784570.4105 14.5 23.04803549198048 0.556956 2.6667 0.8 -10.0
25734 goodss 0.734 52546845841.795586 12.5 2.6387999905461132 0.317412 4.1109 0.64 -25.0
26534 goodss 0.7254999876022339 31521389436.504387 10.5 9.92899278713985 0.478044 5.1217 0.8056 66.202
26756 goodss 0.7347 24247349528.295998 10.5 17.716195790620013 0.525942 0.5887 0.33 15.0
1145 uds 0.6692 24626388605.45062 8.5 22.036841942385113 0.211164 2.89 0.3373 9.9538
2333 uds 0.6703000068664551 31772554347.380848 11.5 11.107848505053472 0.610356 1.3067 0.6935 7.3917
2563 uds 0.7797999978065491 61412655125.704735 10.5 27.93586169596346 0.376926 1.7031 0.7468 76.4813
2589 uds 0.9078999757766724 64701142298.11712 10.5 39.934861035292535 0.5775 1.2493 0.9756 -11.3886
2861 uds 0.640500009059906 138955437027.53552 16.0 6.30956274773619 1.16459 1.0117 0.1734 -62.4359
2952 uds 1.027899980545044 121061541525.55261 14.5 14.025229094600657 0.518964 2.286 0.7745 -50.2323
2999 uds 0.5983999967575073 32834619514.894344 9.5 15.839407253325877 0.342558 1.6127 0.3458 -22.0854
3019 uds 0.6027 166277439063.20486 21.5 12.027899718387621 0.614226 3.0031 0.3545 -73.9624
3393 uds 0.6459 49006598778.961525 12.5 13.116902946867953 0.423288 1.9217 0.4889 -22.1913
3401 uds 0.8034 39047771720.53021 11.5 7.445818164870863 0.490038 1.3104 0.7323 79.1195
3554 uds 0.807 33286074658.177345 11.5 4.196174188775435 0.425958 0.8996 0.7866 20.4924
3640 uds 0.8026 20249675393.177113 12.5 3.319847912323577 0.618654 1.2807 0.8121 -56.3254
3768 uds 0.7976999878883362 70773990437.12106 25.5 1.3333337475099778 0.654258 2.2071 0.95 -55.0
3854 uds 0.4894 25635155671.042164 14.15999984741211 2.6015081477027877 0.756582 4.9916 0.1 -9.0
4115 uds 1.0360000133514404 48276449604.65891 7.5 34.26017386782967 0.26934 1.755 0.4283 -47.5998
4335 uds 0.8230000138282776 27221305647.55878 11.5 7.610063255674622 0.298686 1.4688 0.5957 45.4496
5316 uds 1.042099952697754 30220064446.878593 12.5 13.364539506729926 0.766044 0.7715 0.4537 87.035
5329 uds 0.7878000140190125 28701868278.77387 9.5 7.813637909832437 0.30075 1.1253 0.4657 -14.5358
5353 uds 0.998 96514080934.20267 11.0 17.845487835612374 0.231648 4.1571 0.3083 35.1439
5451 uds 0.8138999938964844 45153256564.97869 10.5 24.887823574374472 0.256392 2.3546 0.3188 -1.3624
5577 uds 0.918 90942599158.98451 12.5 17.285619201071214 0.354144 3.0837 0.6633 47.0265
5689 uds 0.6407 144617564261.69345 14.5 38.698000706991024 0.859122 3.4699 0.5445 22.5967
5923 uds 0.6388999819755554 27195847228.5965 11.5 4.666208464999277 0.370038 1.5566 0.3559 3.8301
5962 uds 0.9208 71045078440.54637 12.5 34.117249846940894 0.370776 3.7101 0.5579 -78.9625
6436 uds 1.034999966621399 49887908882.18845 7.5 55.30971142811746 0.266088 2.6436 0.5845 -87.8258
6493 uds 0.9416000247001648 107400262514.92274 11.5 27.44288777348349 0.232542 3.84 0.4921 -43.1786
6737 uds 0.8238999843597412 45791076387.94283 10.5 19.196423787444303 0.363234 3.0024 0.8434 57.7662
6870 uds 0.3493 39790234995.32138 14.5 0.7917483195310734 0.712722 0.942 0.2768 -13.0393
6979 uds 0.6468 54558065662.09502 13.5 11.45296779113937 0.546348 2.7641 0.7 0.0
7095 uds 0.92 90917124982.77634 15.5 7.311781104684957 0.300336 3.7245 0.4 -40.0
7215 uds 0.6761999726295471 30856123403.30084 14.5 3.846294096476973 0.802704 2.5989 0.9641 87.7881
7247 uds 0.786 78613381919.46173 12.5 10.594098745818808 0.313542 2.1876 0.75 0.0
7290 uds 0.8524 28109130407.97624 10.5 8.59939332042731 0.464232 0.3725 0.4331 31.6388
7384 uds 0.8357999920845032 16629420487.160664 7.5 16.878303008374388 0.139794 7.4911 0.4182 35.5178
7848 uds 0.6023 36642089843.812614 19.5 2.63426607263505 1.13391 1.4962 0.6235 53.9306
7891 uds 0.6511 34547505075.36138 19.5 2.2309754559109733 0.73452 1.8527 0.579 39.0264
7974 uds 0.3363 43810380508.578995 15.5 2.937759264661192 0.943056 1.5503 0.4996 14.2398
8206 uds 0.7914000153541565 63661615961.06349 12.5 18.2588309395333 0.342984 3.2939 0.4501 -22.0301
8221 uds 0.9144 53605311002.20208 13.5 16.460445159608355 0.613812 1.2924 0.6138663376675922 30.0
8430 uds 0.3505 32892650602.700336 12.5 5.751169592326786 0.454002 4.8081 0.3682 -15.9773
8433 uds 0.9164999723434448 22900744810.815723 9.5 15.677668303202594 0.378888 0.84 0.355 10.5832
8451 uds 0.3358 25243427501.818592 7.5 9.35645431240335 0.273036 1.7424 0.6721 36.8578
8574 uds 0.7878000140190125 68823731092.15422 12.5 10.599360408130543 0.213798 5.3723 0.85 -35.0
8647 uds 0.7807000279426575 21004015563.843536 8.5 16.9379583612855 0.192762 2.4239 0.57 -25.0364
8892 uds 0.5753999948501587 13267378717.930164 10.5 3.8441202545534603 0.354552 2.976 0.573 88.9625
8901 uds 0.6470999717712402 26785946436.602383 7.5 17.047697956851035 0.168822 1.9222 0.5349 -63.781
8930 uds 1.0117000341415405 115290406806.41794 19.5 6.736398928288327 1.02676 3.8893 0.2063 43.7665
8967 uds 0.6201000213623047 50606888254.53886 15.5 9.08865442793509 0.643038 2.256 0.6685 70.6225
9030 uds 0.6456 41890766301.93885 12.5 7.9982882907422965 0.337224 2.9051 0.4171 -48.1957
9223 uds 0.6426 69909409466.30455 10.5 27.320891981748847 0.277068 3.1901 0.4555 -6.1257
9321 uds 1.007699966430664 105349696478.74858 8.5 41.38680476805904 0.198954 3.4994 0.4572 23.7313
9334 uds 0.4464 95102489905.29239 15.5 9.534127698797587 0.599058 4.5206 0.9 45.0
9398 uds 0.6265 31205463159.018085 10.5 11.522656124219647 0.523194 1.5865 0.8754 18.904
9405 uds 0.9868 26077782088.11897 8.5 29.589583812945644 0.55434 8.0 0.7473 -32.6214
9425 uds 0.6495 144103018661.2202 15.5 19.537477409741122 0.475668 3.5975 0.6541 -86.4701
9461 uds 0.6507 34930353482.91262 13.5 12.973075236745174 0.731094 2.7935 0.5592 -13.1047
9464 uds 0.9232000112533569 129418504045.64297 17.5 10.782008894751318 0.801528 0.8593 0.4741 -31.1981
9474 uds 0.6769999861717224 24643163548.625862 9.5 12.44969245487794 0.247116 4.2973 0.6433 -9.4261
9674 uds 0.7612000107765198 98511273599.83353 19.5 9.564152380791665 0.978462 3.0844 0.5 16.0
9738 uds 0.8048 95530816335.81126 14.5 14.48167049138508 0.313866 3.0269 0.5799 -77.393
9810 uds 0.5664 33746774857.946606 15.5 5.493882802275055 0.61581 1.6882 0.6132 57.3289
9887 uds 0.8066999912261963 50196061461.554146 15.5 9.059930976092899 0.772572 1.1126 0.6775 -45.9556
9899 uds 0.6481 50798201729.42398 8.5 28.152898907020322 0.262038 2.5597 0.507 -78.8431
10316 uds 0.6363999843597412 21536502579.402817 11.5 7.591000771342407 0.310572 2.2893 0.3931 5.5369
10735 uds 0.6463000178337097 35788115583.18983 11.5 10.713965494181279 0.276402 3.0243 0.5745 77.3616
10889 uds 0.916 30331660832.724155 5.5 55.283552708132056 0.153168 2.0398 0.4 -86.0
10953 uds 0.37779998779296875 25058519214.856163 10.5 4.805520158742943 0.207828 2.5713 0.4555 -65.4331
11042 uds 0.6494 157097784407.72794 20.5 17.888686945224208 0.825804 2.7783 0.3038 -77.4211
11299 uds 0.6418 47225245293.8446 14.5 6.149776186621401 0.44367 3.7672 0.4076 -39.7746
11451 uds 0.9113 38906609149.29819 8.5 17.599319906527057 0.134412 2.5744 0.4347 -53.6433
11472 uds 0.9978 22503976261.48532 14.5 9.87493193738592 0.823896 1.046 0.6174 71.6893
11536 uds 0.5397 22684973456.311516 18.5 2.528386949311177 1.39592 1.8428 0.7739 17.2648
11584 uds 0.6479 30017616534.015327 11.5 10.328434472944352 0.320556 2.3874 0.3269 -84.3609
11655 uds 0.896 19871888620.13472 9.5 18.88175639559592 0.41589 0.6919 0.6468 -56.9165
11666 uds 0.642 115808602355.69228 19.5 10.810975194897992 0.722958 2.6551 0.7862 14.369
11985 uds 0.6522 50101617698.09984 13.5 10.560483972173447 0.322512 4.6501 0.3723 46.5689
12209 uds 0.9136000275611877 125987300285.11615 15.0 19.541907692429938 0.971448 2.2224 0.23 -8.0
12517 uds 0.6503999829292297 19129711811.871994 8.5 11.589192386180523 0.226482 1.9189 0.3166 -30.023
12850 uds 0.9217 217819228230.02817 18.5 26.05259727286024 0.722112 2.9182 0.9 50.0
13009 uds 0.5076000094413757 81091374082.4563 13.5 14.107885399557958 0.514536 4.0821 0.6506 53.3871
13010 uds 0.949400007724762 81537410713.86235 15.5 6.080419392548665 0.597318 1.5463 0.78 90.0
13124 uds 0.6430000066757202 22118600684.953716 6.5 28.776732697789704 0.265896 2.0677 0.55 82.2707
13581 uds 0.7958999872207642 90611378232.97676 14.5 11.428677467541215 0.728682 0.7689 0.6678 -22.5884
13632 uds 0.4514000117778778 37215846361.651634 11.5 9.017159024509686 0.385668 3.0435 0.3192 -75.3419
13864 uds 0.7872 63242966300.983955 14.5 15.166340017391923 0.664968 1.0861 0.3425 -86.8258
14167 uds 0.6972000002861023 28360787765.984146 13.5 2.8812448041207572 0.468948 2.0636 0.2328 86.9973
14228 uds 0.7582 102199893942.7492 12.0 11.684984148358202 0.538482 1.4506 0.298 -85.0798
14366 uds 0.9068999886512756 54923612849.915016 16.5 7.525132146278718 0.890766 1.6682 0.65 -43.0
14483 uds 0.3427 51615356275.34104 15.5 2.4826673610784384 1.03663 1.7867 0.7 60.0
14743 uds 0.6506 23523173929.257397 9.0 6.778212876616044 0.244458 2.4447 0.2978 -19.1326
15006 uds 0.3064 15335449939.658676 14.5 1.4363471807463126 0.688314 1.5698 0.7244 -87.0084
15541 uds 0.9348000288009644 20316037501.329998 10.5 3.904743116837899 0.511458 1.098 0.8138 -45.7843
15679 uds 0.785 32896138385.3632 14.5 6.937045421586483 0.719172 1.2549 0.4926 -34.6814
15691 uds 0.9107999801635742 30709307807.789513 13.5 22.606763992480218 0.593136 1.8245 0.32 40.0
15773 uds 0.9865 153549556561.12015 15.5 34.97970219108746 0.296586 4.9846 0.65 75.0
15780 uds 0.9107999801635742 39228451908.523346 9.5 18.806692013912258 0.416244 0.5193 0.5337 -49.8684
15792 uds 0.82669997215271 28805598330.898132 9.5 16.952316040240987 0.205374 2.5465 0.5247 26.6236
15934 uds 0.325 79374293127.45511 25.5 1.9887773455413729 0.959214 3.5014 0.34 56.0
15937 uds 0.9957000017166138 54151355599.42504 12.5 11.228972545164018 0.62991 0.9581 0.6223 61.6525
16065 uds 0.918 191857605525.39188 14.5 26.49181580489024 0.319488 3.0501 0.6612 -88.1452
16117 uds 0.6420999765396118 18445865573.118595 5.5 51.73762784513412 0.209424 3.1939 0.6635 -39.9034
16165 uds 0.9337999820709229 72842520700.73584 13.5 13.84042116435277 0.368574 2.8354 0.85 6.0
16597 uds 0.6493 27746308509.16846 7.5 22.224329973368867 0.14616 3.3939 0.3617 22.708
16894 uds 0.9865 43340626791.62525 13.5 8.482603834303841 0.511566 1.4528 0.52 -15.0
16953 uds 0.785099983215332 17804332397.491936 11.5 2.445470319334162 0.625146 0.605 0.2431 76.6473
17153 uds 0.92 89107918759.65086 15.5 9.537602194999916 0.610632 1.6637 0.8022 9.0924
17179 uds 0.4717999994754791 24561509366.394604 10.0 1.1654404899219424 0.499008 1.0435 0.2087 -25.3564
17374 uds 0.505299985408783 19156545050.121265 7.5 12.500882732401234 0.218286 1.9623 0.5185 -23.404
17400 uds 0.6496000289916992 45059224832.6551 12.5 14.30754711882987 0.59688 3.2427 0.85 -75.0
17634 uds 0.828 96984132439.20216 15.5 11.926841008732515 0.541098 1.6876 0.6127 -47.6348
17877 uds 0.6306999921798706 47622341430.17665 14.5 6.569305402006384 0.7479 2.9036 0.775 -70.0
17881 uds 0.8543000221252441 105664200113.76154 15.5 19.165591132401076 0.509694 2.8812 0.48 -70.0
18174 uds 0.987 192507755731.5226 23.5 1.3711327239166142 0.69717 2.9344 0.25 70.0
18199 uds 0.3218 31531801922.51539 11.5 9.924848113712985 0.517068 4.1624 0.428 28.1343
18285 uds 1.0917999744415283 91874804449.47386 18.5 28.288862750601197 0.748092 3.135 0.7 35.0
18351 uds 0.6306999921798706 19575587206.035225 10.5 6.019978733878225 0.568446 1.1602 0.2546 29.27
18554 uds 0.9366999864578247 19410400242.096184 9.0 2.4205492795518495 0.384384 1.8294 0.2992 73.9872
18559 uds 0.9177 56771789412.14393 12.5 10.041896921931139 0.526866 1.0986 0.87 45.0
18686 uds 0.9078999757766724 20205962960.01619 6.5 29.919167767601277 0.167496 2.7824 0.5612 -36.8629
18816 uds 0.43 50481283208.51879 13.5 7.9903650828054245 0.478038 2.5786 0.4094 32.0413
18956 uds 0.8245 24409489696.327686 10.5 14.98094214763116 0.458238 0.8931 0.6979 -62.1035
19734 uds 0.6694 105621558039.30157 14.5 16.939144474126348 0.413766 3.2294 0.6456 26.6608
19757 uds 0.8004000186920166 42233443618.20361 11.5 13.643619704367158 0.427734 1.9156 0.3749 -50.672
19907 uds 0.82669997215271 40025097203.303894 14.5 8.894900645325983 0.68757 1.753 0.41 -67.0359
19970 uds 0.1526000052690506 10791635208.47714 11.5 1.3780836928874092 0.693546 3.6169 0.55 7.5
20061 uds 0.6458 43423166961.274216 9.5 29.279782472056226 0.30849 4.2234 0.5591 85.0081
20064 uds 0.7922999858856201 20430510165.046253 9.5 17.153470522545234 0.405486 1.1668 0.4005 -56.0357
20093 uds 0.9117000102996826 65345076907.329384 9.5 45.04855392781373 0.37929 2.0306 0.85 -45.0
20102 uds 0.4589 33165994372.986446 11.5 9.612358121885787 0.344202 2.8692 0.4474 4.4314
20338 uds 0.8974000215530396 18127873784.668507 10.5 3.198385191242145 0.408834 0.7449 0.3533 59.5838
20612 uds 0.9126999974250793 28625255204.802036 18.5 1.0957419674308595 0.944124 0.7394 0.3708 20.6562
20705 uds 0.5943999886512756 27845517351.17179 15.5 1.69373266765214 0.289122 3.6132 0.2727 43.8146
20746 uds 0.8966 15244513171.602394 12.5 8.885208589966465 0.48972 1.3767 0.7 -45.0
20874 uds 0.8212000131607056 18824710929.437088 10.5 11.338217899532781 0.517494 1.1022 0.8383 -63.2665
21024 uds 1.0157999992370605 34490924455.56413 9.5 9.77623077886544 0.36663 0.7868 0.4611 8.8787
21042 uds 0.9058 82358400620.09888 19.5 12.03927513148653 0.97542 3.2154 0.8973 82.5158
21353 uds 0.5045 67018098053.46541 18.5 4.196014659862597 0.815736 1.636 0.51 30.0
21658 uds 0.8553 39575738153.78995 11.5 17.069994217912132 0.455754 2.9112 0.9544 58.1332
22430 uds 0.5220000147819519 29472528052.464474 20.5 0.7265096321349579 0.792414 2.2623 0.2257 38.0293
22605 uds 0.6201000213623047 36407017550.07295 12.5 1.8900430369919399 0.56028 1.214 0.238 55.2328
22776 uds 0.8007 116972442130.92241 17.5 12.952174871402544 0.698952 3.9301 0.9 -45.0
23260 uds 0.259 18727714545.912308 11.5 2.5526855676500557 0.473622 4.0578 0.7 -69.0
23428 uds 0.9278 48617339545.53732 12.5 24.9403032929614 0.749916 0.7482 0.4358 37.9766
23448 uds 0.944 24525429613.24248 13.5 14.29503016056112 0.661338 0.7732 0.489 -89.5906
23927 uds 0.7583 18400320004.317852 13.5 3.8493313379855256 0.68475 0.8576 0.95 30.0
24488 uds 0.6026 70591927948.31723 19.5 3.9209201526721986 0.944874 1.6565 0.3928 19.3959
25056 uds 0.8040000200271606 16450977533.599533 7.5 14.72393662506051 0.315 1.4531 0.4662 59.4264
